element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,value,transfers_balance,selected,transfers_in,transfers_out,player_id
1,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,55,0,2923,0,0,1
1,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,55,-790,2321,84,874,1
1,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-279,2397,355,634,1
1,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-747,1650,0,747,1
1,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-174,1494,0,174,1
1,51,11,0,True,2024-09-28T14:00:00Z,4,2,6,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-110,1387,0,110,1
1,61,17,0,True,2024-10-05T14:00:00Z,3,1,7,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-75,1312,0,75,1
1,71,3,0,False,2024-10-19T16:30:00Z,2,0,8,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-53,1260,0,53,1
1,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-19,1241,0,19,1
1,96,15,0,False,2024-11-02T12:30:00Z,1,0,10,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-9,1232,0,9,1
1,103,6,0,False,2024-11-10T16:30:00Z,1,1,11,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-18,1215,0,18,1
1,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-13,1202,0,13,1
1,129,19,0,False,2024-11-30T17:30:00Z,2,5,13,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-7,1195,0,7,1
1,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-9,1186,0,9,1
1,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-7,1178,0,7,1
1,151,8,0,True,2024-12-14T15:00:00Z,0,0,16,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-11,1167,0,11,1
1,163,7,0,False,2024-12-21T17:30:00Z,1,5,17,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-6,1162,0,6,1
1,171,10,0,True,2024-12-27T20:15:00Z,1,0,18,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-9,1152,0,9,1
1,182,4,0,False,2025-01-01T17:30:00Z,1,3,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-4,1149,0,4,1
1,193,5,0,False,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-5,1143,0,5,1
1,201,18,0,True,2025-01-15T20:00:00Z,2,1,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-5,1138,0,5,1
1,211,2,0,True,2025-01-18T17:30:00Z,2,2,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-3,1136,0,3,1
1,230,20,0,False,2025-01-25T15:00:00Z,0,1,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-7,1129,0,7,1
1,231,13,0,True,2025-02-02T16:30:00Z,5,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-8,1120,0,8,1
1,245,11,0,False,2025-02-15T12:30:00Z,0,2,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-2,1119,0,2,1
1,251,19,0,True,2025-02-22T15:00:00Z,0,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-5,1114,0,5,1
1,264,16,0,False,2025-02-26T19:30:00Z,0,0,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-2,1112,0,2,1
1,276,14,0,False,2025-03-09T16:30:00Z,1,1,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,0,1112,0,0,1
1,281,6,0,True,2025-03-16T13:30:00Z,1,0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,54,-2,1110,0,2,1
2,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,False,5,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.15,0,0,0,0,0,0,0,70,0,199810,0,0,2
2,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,69,-53975,176166,12170,66145,2
2,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,68,-72583,106691,3238,75821,2
2,39,18,1,False,2024-09-15T13:00:00Z,0,1,4,False,10,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.13,0,0,0,0,0,0,0,68,-27513,82577,1997,29510,2
2,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,False,3,0,0,0,1,0,0,0,1,0,0,0,3,10.0,0.0,0.0,1.0,0,0.00,0.00,0.00,0.69,0,0,0,0,0,0,0,68,1642,89599,7682,6040,2
2,51,11,1,True,2024-09-28T14:00:00Z,4,2,6,False,1,0,0,0,0,0,0,0,0,0,0,0,4,2.0,0.0,17.0,1.9,0,0.11,0.00,0.11,0.00,0,0,0,0,0,0,0,68,2362,95619,10600,8238,2
2,61,17,1,True,2024-10-05T14:00:00Z,3,1,7,False,59,0,0,0,1,0,0,0,0,0,0,0,9,1.8,31.5,16.0,4.9,1,0.38,0.06,0.44,0.32,0,0,0,0,0,0,0,68,-1821,97477,6898,8719,2
2,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,10,0,0,0,0,0,0,0,0,0,0,0,8,1.0,0.4,6.0,0.7,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,68,1340,103246,7657,6317,2
2,81,12,0,True,2024-10-27T16:30:00Z,2,2,9,False,5,0,0,0,0,0,0,0,1,0,0,0,1,2.0,0.3,21.0,2.3,0,0.18,0.00,0.18,0.00,0,0,0,0,0,0,0,68,-3526,101196,1944,5470,2
2,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,19,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2,4.0,0.6,0,0.00,0.01,0.01,0.04,0,0,0,0,0,0,0,68,-4233,98901,2012,6245,2
2,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,9,0,0,0,0,0,0,0,0,0,0,0,1,0.8,1.0,0.0,0.2,0,0.00,0.00,0.00,0.04,0,0,0,0,0,0,0,68,-2957,97572,1427,4384,2
2,111,16,1,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,1,0,0,0,1,6.6,26.7,12.0,4.5,1,0.15,0.05,0.20,0.33,0,0,0,0,0,0,0,68,-1577,98145,1879,3456,2
2,129,19,1,False,2024-11-30T17:30:00Z,2,5,13,False,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,6.0,0.7,0,0.05,0.00,0.05,0.74,0,0,0,0,0,0,0,68,-999,98296,1427,2426,2
2,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,68,-1117,98244,1489,2606,2
2,145,9,1,False,2024-12-08T14:00:00Z,1,1,15,False,16,0,0,0,0,0,0,0,0,0,0,0,5,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,68,-1350,97896,1265,2615,2
2,151,8,1,True,2024-12-14T15:00:00Z,0,0,16,False,21,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.9,13.0,1.2,0,0.15,0.02,0.17,0.00,0,0,0,0,0,0,0,68,-855,98617,1732,2587,2
2,163,7,16,False,2024-12-21T17:30:00Z,1,5,17,False,85,2,1,0,1,0,0,0,0,0,0,3,68,74.6,3.3,62.0,14.0,1,0.82,0.01,0.83,1.55,0,0,0,0,0,0,0,67,7278,107816,9720,2442,2
2,171,10,2,True,2024-12-27T20:15:00Z,1,0,18,False,71,0,0,1,0,0,0,0,0,0,0,0,4,7.4,17.8,2.0,2.7,1,0.00,0.10,0.10,0.02,0,0,0,0,0,0,0,68,678156,818191,685858,7702,2
2,182,4,12,False,2025-01-01T17:30:00Z,1,3,19,False,90,1,1,0,1,0,0,0,0,0,0,3,43,38.2,6.8,62.0,10.7,1,0.75,0.14,0.89,0.29,0,0,0,0,0,0,0,68,-32056,759564,68746,100802,2
2,193,5,2,False,2025-01-04T17:30:00Z,1,1,20,False,90,0,0,0,1,0,0,0,0,0,0,0,1,7.6,27.1,34.0,6.9,1,0.46,0.13,0.59,1.52,0,0,0,0,0,0,0,69,271858,1046339,354779,82921,2
2,201,18,0,True,2025-01-15T20:00:00Z,2,1,21,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,69,-482599,556311,54388,536987,2
2,211,2,0,True,2025-01-18T17:30:00Z,2,2,22,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,67,-305507,257199,304,305811,2
2,230,20,0,False,2025-01-25T15:00:00Z,0,1,23,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,66,-83325,176252,151,83476,2
2,231,13,0,True,2025-02-02T16:30:00Z,5,1,24,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,66,-27698,149145,68,27766,2
2,245,11,0,False,2025-02-15T12:30:00Z,0,2,25,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,66,-12572,137193,133,12705,2
2,251,19,0,True,2025-02-22T15:00:00Z,0,1,26,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,65,-5356,132117,80,5436,2
2,264,16,0,False,2025-02-26T19:30:00Z,0,0,27,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,65,-3046,129167,42,3088,2
2,276,14,0,False,2025-03-09T16:30:00Z,1,1,28,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,65,-3053,126191,62,3115,2
2,281,6,0,True,2025-03-16T13:30:00Z,1,0,29,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,65,-1484,124634,59,1543,2
3,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,False,90,0,0,1,0,0,0,0,0,0,0,0,22,13.8,1.4,8.0,2.3,1,0.12,0.02,0.14,0.47,0,0,0,0,0,0,0,60,0,1167503,0,0,3
3,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,1,0,0,1,25,21.4,1.9,0.0,2.3,1,0.00,0.02,0.02,1.28,0,0,0,0,0,0,0,60,-25184,1248259,36723,61907,3
3,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,False,90,0,0,0,1,0,0,0,0,0,0,0,17,20.8,20.8,9.0,5.1,1,0.12,0.01,0.13,1.83,0,0,0,0,0,0,0,60,853,1296327,86679,85826,3
3,39,18,15,False,2024-09-15T13:00:00Z,0,1,4,False,90,1,0,1,0,0,0,0,0,0,0,3,40,58.0,0.7,35.0,9.4,1,0.27,0.00,0.27,0.74,0,0,0,0,0,0,0,60,-115425,1208425,61041,176466,3
3,47,13,7,False,2024-09-22T15:30:00Z,2,2,5,False,90,1,0,0,2,0,0,0,0,0,0,0,15,56.6,0.8,40.0,9.7,1,0.49,0.01,0.50,2.16,0,0,0,0,0,0,0,60,131837,1375740,171534,39697,3
3,51,11,1,True,2024-09-28T14:00:00Z,4,2,6,False,90,0,0,0,2,0,0,0,0,0,0,0,7,19.6,7.3,57.0,8.4,1,0.27,0.05,0.32,0.32,0,0,0,0,0,0,0,61,1006599,2452527,1038827,32228,3
3,61,17,2,True,2024-10-05T14:00:00Z,3,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,5,4.6,3.7,16.0,2.4,1,0.20,0.04,0.24,0.65,0,0,0,0,0,0,0,62,328472,2805003,382083,53611,3
3,71,3,1,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,5,21.6,1.1,5.0,2.8,1,0.02,0.00,0.02,1.82,0,0,0,0,0,0,0,62,128228,2960806,194032,65804,3
3,81,12,1,True,2024-10-27T16:30:00Z,2,2,9,False,53,0,0,0,1,0,0,0,0,0,0,0,7,4.4,0.7,0.0,0.5,1,0.00,0.00,0.00,0.39,0,0,0,0,0,0,0,63,-102913,2845807,112341,215254,3
3,96,15,2,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,0,0,0,0,9,17.6,14.3,2.0,3.4,1,0.00,0.10,0.10,0.53,0,0,0,0,0,0,0,62,-434195,2413799,27273,461468,3
3,103,6,2,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,0,0,0,0,14,21.6,12.0,4.0,3.8,1,0.00,0.23,0.23,1.28,0,0,0,0,0,0,0,62,-93428,2339528,39875,133303,3
3,111,16,6,True,2024-11-23T15:00:00Z,3,0,12,False,90,0,0,1,0,0,0,0,0,0,0,0,24,11.2,2.8,4.0,1.8,1,0.07,0.02,0.09,0.33,0,0,0,0,0,0,0,61,153769,2523518,224699,70930,3
3,129,19,9,False,2024-11-30T17:30:00Z,2,5,13,False,45,1,1,0,2,0,0,0,0,0,0,0,20,42.2,0.7,35.0,7.8,1,0.20,0.00,0.20,0.70,0,0,0,0,0,0,0,62,117627,2647421,193071,75444,3
3,131,14,0,True,2024-12-04T20:15:00Z,2,0,14,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,62,139667,2790105,197417,57750,3
3,145,9,0,False,2024-12-08T14:00:00Z,1,1,15,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,62,-121694,2657917,79219,200913,3
3,151,8,9,True,2024-12-14T15:00:00Z,0,0,16,False,90,0,0,1,0,0,0,0,0,0,0,3,34,26.6,16.5,8.0,5.1,1,0.00,0.04,0.04,0.09,0,0,0,0,0,0,0,62,-266454,2403720,55731,322185,3
3,163,7,4,False,2024-12-21T17:30:00Z,1,5,17,False,90,0,1,0,1,0,0,0,1,0,0,0,13,22.2,10.9,17.0,5.0,1,0.39,0.01,0.40,1.59,0,0,0,0,0,0,0,62,271661,2712218,287586,15925,3
3,171,10,6,True,2024-12-27T20:15:00Z,1,0,18,False,90,0,0,1,0,0,0,0,0,0,0,0,21,21.4,17.3,11.0,5.0,1,0.27,0.05,0.32,0.16,0,0,0,0,0,0,0,63,291924,3025206,314433,22509,3
3,182,4,2,False,2025-01-01T17:30:00Z,1,3,19,False,90,0,0,0,1,0,0,0,0,0,0,0,12,18.8,17.1,0.0,3.6,1,0.00,0.31,0.31,0.29,0,0,0,0,0,0,0,63,128138,3148709,160775,32637,3
3,193,5,2,False,2025-01-04T17:30:00Z,1,1,20,False,90,0,0,0,1,0,0,0,0,0,0,0,9,10.2,2.2,0.0,1.2,1,0.00,0.01,0.01,1.52,0,0,0,0,0,0,0,64,72395,3233511,158836,86441,3
3,201,18,1,True,2025-01-15T20:00:00Z,2,1,21,False,90,0,0,0,1,0,0,0,1,0,0,0,6,21.8,1.7,5.0,2.9,1,0.03,0.01,0.04,0.78,0,0,0,0,0,0,0,64,-11890,3235076,101268,113158,3
3,211,2,1,True,2025-01-18T17:30:00Z,2,2,22,False,90,0,0,0,2,0,0,0,0,0,0,0,10,28.0,22.6,4.0,5.5,1,0.00,0.07,0.07,1.04,0,0,0,0,0,0,0,64,-18213,3226029,78306,96519,3
3,230,20,7,False,2025-01-25T15:00:00Z,0,1,23,False,90,0,0,1,0,0,0,0,0,0,0,1,27,18.8,11.3,7.0,3.7,1,0.06,0.01,0.07,0.74,0,0,0,0,0,0,0,64,-8279,3235745,158354,166633,3
3,231,13,2,True,2025-02-02T16:30:00Z,5,1,24,False,90,0,0,0,1,0,0,0,0,0,0,0,11,15.2,3.0,5.0,2.3,1,0.05,0.02,0.07,0.81,0,0,0,0,0,0,0,64,-157652,3065179,47399,205051,3
3,245,11,6,False,2025-02-15T12:30:00Z,0,2,25,False,90,0,0,1,0,0,0,0,0,0,0,0,29,18.4,13.1,2.0,3.4,1,0.00,0.04,0.04,0.22,0,0,0,0,0,0,0,63,97753,3217183,152520,54767,3
3,251,19,2,True,2025-02-22T15:00:00Z,0,1,26,False,90,0,0,0,1,0,0,0,0,0,0,0,9,9.8,5.0,13.0,2.8,1,0.14,0.09,0.23,1.07,0,0,0,0,0,0,0,63,157859,3377693,176404,18545,3
3,264,16,7,False,2025-02-26T19:30:00Z,0,0,27,False,90,0,0,1,0,0,0,0,0,0,0,1,27,21.2,4.8,0.0,2.6,1,0.00,0.01,0.01,0.40,0,0,0,0,0,0,0,63,-62402,3310123,41000,103402,3
3,276,14,2,False,2025-03-09T16:30:00Z,1,1,28,False,90,0,0,0,1,0,0,0,0,0,0,0,13,20.0,14.0,0.0,3.4,1,0.00,0.03,0.03,1.52,0,0,0,0,0,0,0,63,37674,3359159,91887,54213,3
3,281,6,5,True,2025-03-16T13:30:00Z,1,0,29,False,90,0,0,1,0,0,0,0,1,0,0,0,25,17.2,0.9,0.0,1.8,1,0.00,0.01,0.01,0.36,0,0,0,0,0,0,0,64,85019,3570779,127378,42359,3
4,2,20,12,True,2024-08-17T14:00:00Z,2,0,1,False,90,1,1,1,0,0,0,0,0,0,0,3,48,54.8,24.1,46.0,12.5,1,0.45,0.04,0.49,0.47,0,0,0,0,0,0,0,80,0,1087445,0,0,4
4,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,False,90,0,0,1,0,0,0,0,0,0,0,0,-2,0.0,6.1,15.0,2.0,1,0.21,0.03,0.24,1.28,0,0,0,0,0,0,0,81,285826,1638743,350954,65128,4
4,21,5,8,True,2024-08-31T11:30:00Z,1,1,3,False,90,1,0,0,1,0,0,0,0,0,0,2,34,47.0,24.8,30.0,10.2,1,0.77,0.05,0.82,1.83,0,0,0,0,0,0,0,81,63441,1755160,307787,244346,4
4,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,False,90,0,0,1,0,0,0,0,0,0,0,0,9,19.2,5.4,36.0,6.1,1,0.14,0.00,0.14,0.74,0,0,0,0,0,0,0,81,-8676,1804099,301692,310368,4
4,47,13,2,False,2024-09-22T15:30:00Z,2,2,5,False,90,0,0,0,2,0,0,0,0,0,0,0,8,15.0,0.0,17.0,3.2,1,0.06,0.00,0.06,2.16,0,0,0,0,0,0,0,81,-82509,1733362,108350,190859,4
4,51,11,6,True,2024-09-28T14:00:00Z,4,2,6,False,90,1,0,0,2,0,0,0,0,0,0,0,25,35.6,8.5,100.0,14.4,1,1.89,0.04,1.93,0.32,0,0,0,0,0,0,0,82,201708,1961057,419703,217995,4
4,61,17,8,True,2024-10-05T14:00:00Z,3,1,7,False,90,1,0,0,1,0,0,0,0,0,0,2,34,37.6,14.9,82.0,13.5,1,0.77,0.04,0.81,0.65,0,0,0,0,0,0,0,82,177244,2162410,293506,116262,4
4,71,3,2,False,2024-10-19T16:30:00Z,2,0,8,False,90,0,0,0,2,0,0,0,0,0,0,0,4,3.6,3.3,10.0,1.7,1,0.04,0.02,0.06,1.82,0,0,0,0,0,0,0,83,-176824,1980343,105725,282549,4
4,81,12,2,True,2024-10-27T16:30:00Z,2,2,9,False,90,0,0,0,2,0,0,0,0,0,0,0,3,4.4,25.3,17.0,4.7,1,0.17,0.47,0.64,0.85,0,0,0,0,0,0,0,82,-214525,1768961,30424,244949,4
4,96,15,1,False,2024-11-02T12:30:00Z,1,0,10,False,90,0,0,0,1,0,0,0,1,0,0,0,4,5.6,11.8,4.0,2.1,1,0.00,0.42,0.42,0.53,0,0,0,0,0,0,0,81,-158755,1625586,45811,204566,4
4,103,6,1,False,2024-11-10T16:30:00Z,1,1,11,False,90,0,0,0,1,0,0,0,1,0,0,0,2,12.0,13.2,2.0,2.7,1,0.00,0.01,0.01,1.28,0,0,0,0,0,0,0,80,-367479,1257354,10408,377887,4
4,111,16,0,True,2024-11-23T15:00:00Z,3,0,12,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,80,-64725,1208258,48399,113124,4
4,129,19,6,False,2024-11-30T17:30:00Z,2,5,13,False,90,1,0,0,2,0,0,0,0,0,0,0,28,31.4,4.7,24.0,6.0,1,0.66,0.01,0.67,1.54,0,0,0,0,0,0,0,79,-103897,1106101,20558,124455,4
4,131,14,2,True,2024-12-04T20:15:00Z,2,0,14,False,90,0,0,1,0,0,0,0,0,0,0,0,2,4.8,3.1,35.0,4.3,1,0.25,0.02,0.27,0.22,0,0,0,0,0,0,0,79,5371,1117383,53435,48064,4
4,145,9,5,False,2024-12-08T14:00:00Z,1,1,15,False,73,0,1,0,1,0,0,0,0,0,0,0,9,9.8,14.8,19.0,4.4,1,0.34,0.01,0.35,0.16,0,0,0,0,0,0,0,79,-14556,1105305,38362,52918,4
4,151,8,2,True,2024-12-14T15:00:00Z,0,0,16,False,90,0,0,1,0,0,0,0,0,0,0,0,8,7.0,26.0,23.0,5.6,1,0.06,0.09,0.15,0.09,0,0,0,0,0,0,0,79,17625,1129192,65418,47793,4
4,163,7,6,False,2024-12-21T17:30:00Z,1,5,17,False,57,1,0,0,1,0,0,0,0,0,0,1,34,42.4,13.2,37.0,9.3,1,0.88,0.01,0.89,1.53,0,0,0,0,0,0,0,79,-57800,1072157,19774,77574,4
4,171,10,7,True,2024-12-27T20:15:00Z,1,0,18,False,90,1,0,1,0,0,0,0,1,0,0,2,33,42.0,21.0,62.0,12.5,1,1.08,0.08,1.16,0.16,0,0,0,0,0,0,0,79,39449,1119308,93259,53810,4
4,182,4,0,False,2025-01-01T17:30:00Z,1,3,19,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,79,24677,1144511,67743,43066,4
4,193,5,0,False,2025-01-04T17:30:00Z,1,1,20,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,79,-128490,1013787,35788,164278,4
4,201,18,1,True,2025-01-15T20:00:00Z,2,1,21,False,90,0,0,0,1,0,0,0,1,0,0,0,-8,0.0,3.3,47.0,5.0,1,0.40,0.01,0.41,0.78,0,0,0,0,0,0,0,78,-90975,927592,23441,114416,4
4,211,2,7,True,2025-01-18T17:30:00Z,2,2,22,False,90,1,0,0,2,0,0,0,0,0,0,1,27,32.2,17.4,24.0,7.4,1,0.20,0.03,0.23,1.04,0,0,0,0,0,0,0,78,-54128,876123,12760,66888,4
4,230,20,2,False,2025-01-25T15:00:00Z,0,1,23,False,90,0,0,1,0,0,0,0,0,0,0,0,-6,7.4,1.4,36.0,4.5,1,0.53,0.00,0.53,0.74,0,0,0,0,0,0,0,78,35507,918025,67389,31882,4
4,231,13,12,True,2025-02-02T16:30:00Z,5,1,24,False,89,1,1,0,1,0,0,0,0,0,0,3,44,55.4,14.7,35.0,10.5,1,0.49,0.25,0.74,0.81,0,0,0,0,0,0,0,78,-71641,843600,7003,78644,4
